fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['visage', 'face', 'figure', 'joue', 'joues']","['Angesicht', 'Antlitz', 'Gesicht', 'Backe', 'Wange']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'щека']","['face', 'human face', 'cheek', 'cheeks']","['臉', '脸', '面', '面孔', '人类的脸', '颜', '脸颊', '臉頰', '腮帮子', '臉皮', '脸蛋子', '頰', '臉蛋子', '面颊', '臉蛋', '脸蛋', '兩頰', '腮幫子', '两颊', '脸皮', '腮', '面頰', '颊']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'mejilla', 'mejillas', 'nalga', 'cacha', 'cachete']","['顔', '面', '頬']","['얼굴', '볼', '뺨']","['nägu', 'Nägu', 'põsk', 'Põsk']","['naama', 'kasvot', 'pärstä', 'poski']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'wangen', 'wang', 'koon', 'wangetje', 'bil']","['चेहरा', 'मुखड़ा', 'मुख', 'गाल']",face,"['viso', 'faccia', 'volto', 'guance', 'guancia', 'gota']"
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],bridge,"['ponte', 'ponti romani']"
"['groupe', 'ensemble musical', 'famille', 'groupe fonctionnel', 'orchestre', 'équipe', 'groupe de rock', 'catégorie', 'classe', 'bouquet', 'botte', 'regroupement']","['Ensemble', 'Bruchteil', 'funktionelle Gruppe', 'Gruppe', 'Band', 'Combo', 'Kapelle', 'Musikkapelle', 'Musikbande', 'Rockgruppe', 'Rock-Gruppe', 'Rockband', 'Klasse', 'Kategorie', 'Strauß', 'Bund']","['музыкальный ансамбль', 'функциональная группа', 'радика́л', 'гру́ппа', 'ба́нда', 'орке́стр', 'анса́мбль', 'бэнд', 'рок-гру́ппа', 'группа', 'класс', 'разря́д', 'катего́рия', 'буке́т', 'пучо́к', 'свя́зка']","['musical organization', 'musical organisation', 'musical group', 'musical ensemble', 'moiety', 'functional group', 'group', 'chemical group', 'radical', 'band', 'team', 'rock band', 'rock group', 'grouping', 'family', 'category', 'class', 'clustering', 'cluster', 'bunch', 'clump']","['流行樂團', '官能团', '化学族', '官能團', '乐队', '樂隊', '管乐队', '搖滾樂團', '摇滚乐团', '范畴', '類別', '範疇', '类', '类别', '類', '分类', '種類', '种类', '分類', '束', '簇', '丛', '帮', '一丛', '一群', '群', '一串', '串']","['agrupación musical', 'grupo musical', 'grupo funcional', 'familia', 'grupo', 'radical', 'grupo químico', 'banda', 'equipo', 'conjunto', 'grupo de rock', 'banda de rock', 'agrupación', 'colectivo', 'clase', 'categoría', 'manojo', 'ramo', 'bonchote', 'puñado', 'racimo', 'cúmulo', 'amontonamiento', 'clúster']","['アンサンブル', '官能基', '基', '楽隊', 'バンド', '楽団', 'ロックグループ', 'ロックバンド', 'ロック・バンド', 'ロック・グループ', '部門', '範疇', '分類', '種類', 'クラス', 'カテゴリ', '種別', '等級', '房', '束']","['악단', '작용기', '그룹', '밴드', '록 밴드', '락 그룹', '락 밴드', '록 그룹', '분류', '종류', '클래스', '등급', '범주', '다발', '송이']","['ansambel', 'funktsionaalrühm', 'Funktsionaalrühm', 'bänd', 'klass', 'rühm', 'kategooria']","['yhtye', 'musiikkiorganisaatio', 'musiikkijärjestö', 'musiikkiryhmä', 'funktionaalinen ryhmä', 'Funktionaalinen ryhmä', 'radikaali', 'kemiallinen ryhmä', 'ryhmä', 'bändi', 'soittokunta', 'orkesteri', 'rock-yhtye', 'rokkibändi', 'rockyhtye', 'ryhmittymä', 'joukko', 'Luokka', 'luokka', 'kategoria', 'nippu', 'kimppu', 'rykelmä', 'parvi']","['muziekensemble', 'muziekgroep', 'muziekgezelschap', 'functionele groep', 'band', 'muziekformatie', 'bandje', 'groep', 'ploeg', 'rockgroep', 'rockband', 'partij', 'klasse', 'categorie', 'klas', 'laag', 'bos', 'unit', 'troep', 'tros', 'cluster', 'span', 'sterrenhoop', 'stel']","['प्रकार्यात्मक समूह', 'क्रियात्मक समूह', 'बैंड', 'श्रेणी', 'वर्ग']",group,"['ensemble musicale', 'gruppo musicale', 'ensemble', 'complesso', 'band', 'gruppo', 'gruppo funzionale', 'radicale', 'gruppo atomico', 'banda', 'musica', 'insieme', 'gruppo rock', 'novero', 'classe', 'categoria', 'ceto', 'genere', 'famiglia', 'ordine', 'mucchio', 'graspo', 'ciuffo', 'raggruppamento', 'mazzo']"
"['talent', 'aptitude', 'capacité', 'habileté', 'accomplissement', 'compétence', 'don', 'connaissance', 'qualification']","['Fertigkeit', 'Fähigkeit', 'Kunst', 'Kompetenz', 'Errungenschaft', 'Geschicklichkeit']","['возможность', 'спосо́бность', 'умение', 'тала́нт', 'заверше́ние', 'мастерство́', 'приобрете́ние', 'уме́ние', 'на́вык', 'сноро́вка', 'иску́сство', 'дар']","['skill', 'acquirement', 'acquisition', 'accomplishment', 'attainment']","['结束', '技能', '技巧', '技术', '技術', '結束', '成就', '技艺']","['aptitud', 'habilidad', 'destreza', 'maña', 'talento', 'arte', 'técnica']","['手腕', '実績', '腕', '技術', '技', '技巧', '技能', 'スキル']","['스킬', '능력', '기술']","['Oskus', 'oskus']","['kyky', 'taito', 'saavutus', 'hankittu tieto', 'hankittu taito', 'hankinta']","['vernuft', 'handigheid', 'competentie', 'vermogen', 'geschiktheid', 'capaciteit', 'gave', 'bekwaamheid', 'begaafdheid', 'vaardigheid', 'habiliteit', 'bedrevenheid', 'kundigheid', 'behendigheid', 'aanleg', 'prestatie', 'kwalificatie', 'geoefendheid', 'verworvenheid']","['योग्यता', 'कुशलता', 'निपुणता', 'कौशल', 'महारत']",talent,"['abilità', 'attitudine', 'capacità', 'competenza', 'completamento', 'concretizzazione', 'valentia', 'arte', 'bravura', 'mestiere']"
"['plate-forme', 'quai']","['Perron', 'Bahnsteig']","['перро́н', 'платфо́рма']",['platform'],"['月台', '月臺', '站台', '平台']","['plataforma', 'tribuna', 'estrado', 'andén', 'tarima', 'entarimado']","['プラットホーム', '歩廊', '乗り場', 'ホーム']","['플랫트홈', '플랫폼', '홈', '승강장', '플랫홈']","['perroon', 'platvorm']","['laituri', 'asemalaituri', 'lava']","['platform', 'podium', 'perron', 'verhoging']","['प्लेटफार्म', 'प्लैटफ़ॉर्म', 'प्लेटफ़ॉर्म']",platform,"['binario', 'piattaforma']"
"['maison', 'bâtiment', 'bâtiment public', 'édifice', 'immeuble', 'domicile', 'habitation', 'résidence', 'logement', 'foyer', 'demeure']","['Gebäude', 'öffentliches Gebäude', 'Bauwerk', 'Bau', 'Haus', 'Zuhause', 'Heim', 'Domizil', 'Nest', 'Behausung', 'Elternhaus', 'Wohnsitz', 'Wohnhaus', 'Wohnung', 'Wohnstätte']","['здание', 'постройка', 'общественное здание', 'зда́ние', 'дом', 'постро́йка', 'строе́ние', 'жилище', 'место жительства', 'резиде́нция', 'жильё', 'местожи́тельство', 'жили́ще', 'ме́сто жи́тельства']","['building', 'public building', 'edifice', 'house', 'home', 'dwelling', 'habitation', 'dwelling house', 'abode', 'domicile', 'Flotten, Hemmet och Sandlådan', 'residence']","['建筑物', '建築物', '大建筑物', '房屋', '大厦', '更常指大而气派的建筑', '建筑', '大廈', '建築', '家屋', '住宅', '家', '房子', '居所', '住所', '住处']","['edificación', 'edificio', 'edificio público', 'casa', 'inmueble', 'edificios', 'construcción', 'hogar', 'residencia', 'morada', 'alojamiento', 'domicilio', 'habitáculo', 'vivienda', 'vasa', 'habitación', 'piso']","['建物', 'ビル', '建築物', '建屋', '家', '家屋', '住宅', '実家', '住居', '居留', '故郷', '住所']","['건물', '건축물', '빌딩', '집', '주거', '거류', '주택']","['ehitus', 'ehitis', 'hoone', 'maja', 'sünnikodu']","['julkinen rakennus', 'rakennus', 'rakennelma', 'talo', 'lapsuudenkoti', 'kotiosoite', 'asuinpaikka', 'asunto', 'kotitalo', 'kotipaikka', 'asuinrakennus', 'koti', 'asumus', 'paikka', 'kämppä']","['gebouw', 'openbaar gebouw', 'bouwwerk', 'pand', 'huis', 'bouwen', 'perceel', 'bouw', 'denkkader', 'constructie', 'optrekje', 'woning', 'onderdak', 'woonplaats', 'verblijf', 'domicilie', 'woonhuis', 'huisje', 'tehuis', 'honk', 'home', 'thuis', 'woonadres', 'huisvesting', 'woonst', 'residentie', 'heem', 'behuizing', 'woongelegenheid', 'woonruimte']","['इमारत', 'निर्माण', 'बिल्डिंग', 'भवन', 'घर', 'मकान', 'जन्मभूमि', 'गृह']",house,"['fabbricato', 'edificio', 'edificio pubblico', 'stabile', 'costruzione', 'locale', 'palazzo', 'edificazione', 'casa', 'domicilio', 'abitazione', 'dimora', 'residenza', 'magione']"
['soleil'],['Sonne'],"['Солнце', 'Со́лнце']","['sun', 'Sun']","['日头', '太阳', '日', '日頭', '太陽']","['Sol', 'sol']","['ひ', '日', '太陽']","['태양', '해', '일']","['Päike', 'päike']","['Aurinko', 'aurinko']","['zon', 'koperen ploert', 'Zon', 'zonnetje']","['सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि']",sun,"['sole', 'Sole']"
"['réunion', 'rencontre']",['Besprechung'],"['митинг', 'собрание']","['meeting', 'group meeting', 'rally']","['會議', '會面']","['reunión', 'concurrentes', 'reunión grupal', 'concurrencia']",['会議'],['회의'],"['Koosolek', 'koosolek']","['kokous', 'ryhmäkokous', 'palaveri']","['bijeenkomst', 'vergadering', 'beraadslaging', 'overleg', 'conventie', 'convent', 'beraadslagingen']",['बैठक'],meeting,"['riunione', 'meeting', 'convocazione', 'adunanza', 'assemblea', 'convegno', 'consulta', 'consesso']"
"['histoire', 'développement historique', 'mode narratif', 'narration', 'conte', 'récit', 'technique littéraire', 'point de vue narratif', 'intrigue', 'scénario', 'fabula', 'Intrigue']","['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft', 'Erzählung', 'Erzählperspektive', 'Erzählweise', 'literarisches Stilmittel', 'Plot', 'Stoff', 'Fabula und Sujet', 'Handlung', 'Fabula']","['история', 'исто́рия', 'наррация', 'литературный приём', 'по́весть', 'режим повествования', 'повествовательная точка зрения', 'нарратив', 'расска́з', 'сюжет', 'литературный сюжет', 'фабула']","['historical development', 'history', 'story', 'tale', 'narrative', 'narration', 'narrative point of view', 'literary technique', 'narrative mode', 'plot', 'storyline', 'fabula and syuzhet', 'plot kernel']","['歷史', '历史', '歷史學', '历史学', '故事', '敘事模式', '文學技巧', '叙述', '情節', '情节', '剧情']","['historia', 'relato', 'narración', 'técnica literaria', 'crónica', 'técnica narrativa', 'punto de vista narrativo', 'cuento', 'narrativa', 'argumento', 'trama', 'fabula', 'tema literario', 'asunto']","['歴史', '沿革', '文芸の技法', '物語', '話', 'ナレーション', '小説', 'ストーリー', 'ファーブラとシュジェート', 'プロット']","['역사', '사학', '스토리', '이야기', '소설', '시점', '문학 기법', '서술', '플롯', '파불라']","['ajalugu', 'narratiiv', 'lugu', 'Sündmustik', 'faabula', 'Faabula']","['historia', 'historiantutkimus', 'tarina', 'selostus', 'kertomus', 'kerronta', 'juttu', 'juoni']","['geschiedenis', 'verhaal', 'vertelling', 'literaire techniek', 'vertelperspectief', 'verhalende stijl', 'vertelsel', 'verhalend', 'vertelde', 'vertellen', 'plot', 'intrige', 'fabula en syuzhet', 'perceel', 'verwikkeling']","['इतिहास', 'तारीख़', 'कहानी', 'कथानक']",history,"['storia', 'narrativa', 'punto di vista', 'narrazione', 'racconto', 'tecnica letteraria', 'punto di vista narrativo', 'vicenda', 'tecnica narrativa', 'testo narrativo', 'aneddoto', 'fabula', 'fabula e syuzhet', 'trama', 'Trama', 'intreccio', 'intrigo', 'orditura']"
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']",valley,"['valle', 'vallata', 'conca']"
"['carré', 'carré en je broertjte']","['Quadrat', 'Quadrat en je zusje']","['квадрат', 'квадра́т']","['square', 'foursquare', 'second power']","['正方形', '平方', '二次幂']","['cuadrado', 'cuadro', 'cuadrado perfecto']","['正方形', '自乗', '平方', '二乗, nijō']","['정사각형', '평방']","['ruut', 'Ruut']","['neliö', 'nelikulmio', 'Neliö', 'toinen potenssi']","['vierkant', 'kwadraat', 'tweede macht']",['वर्गाकार'],square,['quadrato']
['génération'],"['Generation', 'Geschlecht']",['поколе́ние'],['generation'],"['輩', '代', '辈', '世代']",['generación'],['世代'],['세대'],['põlvkond'],['sukupolvi'],['generatie'],"['पीढ़ी', 'पुश्त', 'नस्ल']",generation,['generazione']
"['sud', 'midi']",['Süden'],['юг'],"['southward', 'due south', 'south', 'S']","['南', '南方']",['sur'],['南'],['남쪽'],"['Lõuna', 'lõuna']","['etelä', 'S', 'suoraan etelään']","['zuid', 'zuiden']",['दक्षिण'],south,"['meridione', 'mezzogiorno', 'austro']"
"['ville', 'agglomération urbaine', 'métropole', 'cité', 'grande-ville', 'bourgade', 'bourg']","['Metropole', 'Stadt', 'Großstadt', 'Weltstadt', 'Stadtsiedlung', 'Kleinstadt', 'Bourg']","['метрополия', 'город', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис', 'малый город', 'бург']","['city', 'urban center', 'metropolis', 'city/town', 'town', 'large village']","['城市', '城', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會', '大型村落', '鄉鎮', '镇', '城镇']","['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital', 'villa', 'pueblo', 'población']","['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市', '街']","['시내', '도시', '시', '메트로폴리스', '대도시', '마을']","['linn', 'pealinn', 'suurlinn', 'Suurlinn']","['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus', 'pikkukaupunki']","['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad', 'town', 'middelgrote plaats of stadje', 'plaats', 'gemeente']","['शहर', 'नगर', 'बड़ा शहर']",city,"['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano', 'cittadina', 'grosso paese', 'paese']"
"['vitesse', 'vélocité', 'vecteur vitesse', 'rapidité', 'train', 'groupe motopropulseur', 'engrenage']","['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor', 'Gang', 'Zahnradgetriebe', 'Antriebsstrang']","['скорость', 'ско́рость', 'скорость движения', 'зубчатая передача', 'трансмиссии']","['velocity', 'speed', 'fastness', 'swiftness', 'gear', 'caravan', 'train', 'procession', 'power train', 'geartrain', 'gearing', 'powertrain', 'gear train']","['速率', '速度', '动力总成', '轮系', '传动系', '档', '齿轮装置', '传动装置']","['velocidad', 'rapidez', 'celeridad', 'convoy', 'procesión', 'cola', 'cambio', 'reductores de velocidad', 'tren de potencia', 'Sistema de propulsión', 'Reductores de velocidad', 'sistema de propulsión', 'tren', 'marcha', 'engranaje']","['速度', '速さ', 'パワートレイン', 'ギアトレーン']","['빠르기', '속도', '속력']","['kiirus', 'Keskmine kiirus', 'keskmine kiirus', 'hammasülekanne', 'Hammasülekanne']","['nopeus', 'vauhti', 'vauhdikkuus', 'voimalinja', 'hammasvälitys', 'vaihteisto', 'vaihdelaitteisto', 'vaihde', 'voimansiirtolaitteisto', 'vipulaitteisto', 'vaihteet']","['snelheid', 'vaart', 'gezwindheid', 'vlugheid', 'grootte van de snelheid', 'gang', 'vaartje', 'gangetje', 'tempo', 'karavaan', 'versnelling', 'konvooi', 'aandrijflijn', 'trein', 'derailleur']","['वेग', 'चाल']",speed,"['velocità', 'celerità', 'speditezza', 'andatura', 'carovana', 'cambio', 'processione', 'Riduttore di velocità', 'gruppo motopropulsore', 'rotismo']"
"['sol', 'Soleil', 'soleil', 'territoire', 'terre ferme', 'plancher des vaches', 'terre', 'plancher']","['Sonne', 'Land', 'Festland', 'Grund', 'Erdboden', 'Boden', 'Erde', 'Länder', 'fester Boden', 'Fußboden', 'Blumenerde']","['Солнце', 'Со́лнце', 'земля', 'суша', 'су́ша', 'земля́', 'зе́мли', 'грунт', 'под', 'поверх', 'пол']","['sun', 'Sun', 'land', 'ground', 'terra firma', 'earth', 'solid ground', 'dry land', 'land mass', 'floor', 'flooring', 'soil', 'dirt']","['日头', '太阳', '日', '日頭', '太陽', '陸地', '地', '土地', '陆地', '地面', '地板', '楼板', '樓板', '泥土', '土壤', '土', '壤']","['tierra', 'territorio', 'terreno', 'tierra firme', 'suelo', 'piso', 'solería']","['ひ', '日', '太陽', '地', '地面', '土地', '大地', '土', '陸地', '床']","['태양', '해', '일', '땅', '육지', '륙지', '대지', '뭍', '토지', '바닥', '마루']","['Päike', 'päike', 'maa', 'maismaa', 'põrand', 'Põrand']","['Aurinko', 'aurinko', 'maa', 'maanpinta', 'kuiva maa', 'lattia', 'sora', 'irtomaa', 'multa']","['zon', 'koperen ploert', 'Zon', 'zonnetje', 'land', 'aarde', 'droge land', 'vaste grond', 'grond', 'bodem', 'vasteland', 'vloer', 'teelaarde', 'omgeving']","['सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि', 'सरजमीन', 'धरती', 'भूतल', 'ज़मीन', 'भूमि', 'फ़र्श', 'फर्श']",ground,"['sole', 'Sole', 'territorio', 'terra', 'terraferma', 'superficie', 'suolo', 'terra ferma', 'continente', 'pavimento', 'tavolato', 'piantito', 'piancito', 'impiantito', 'solaio', 'terriccio', 'terreno']"
['queue'],['Schwanz'],['хвост'],['tail'],"['尾巴', '尾子', '尾']",['cola'],"['尾', '尻尾']",['꼬리'],['saba'],"['pyrstö', 'häntä']",['staart'],"['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']",tail,['coda']
"['mère', 'maman', 'maternité']","['Mutter', 'Mutterschaft']","['мать', 'материнство']","['mother', 'female parent', 'motherhood']","['母親', '娘', '母', '妈妈', '母亲']","['madre', 'maternidad', 'mamá', 'progenitora']",['母親'],['어머니'],['ema'],"['äiti', 'äitiys', 'naispuolinen vanhempi']","['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe']",['माता'],mother,"['maternità', 'madre', 'mamma', 'genitrice']"
"['est', 'levant', 'orient']","['Ost', 'Osten']","['восто́к', 'восхо́д', 'восток', 'ост']","['E', 'eastward', 'east', 'due east']","['東方', '東', '东方', '东']","['este', 'levante', 'oriente']","['東', '東方']","['동쪽', '새', '동']","['idakaar', 'ida', 'Ida']","['itä', 'I']","['oosten', 'oost']","['पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']",east,"['oriente', 'levante', 'E']"
"['discours', 'discussion', 'débat', 'talk']","['Besprechung', 'Erörterung', 'Diskussion', 'talk']","['диску́ссия', 'обсужде́ние', 'talk']","['discourse', 'discussion', 'treatment', 'talking', 'talk']","['議論', '讨论', '议论', '討論', '商议', '讲话', '演讲', '交谈', '谈话', '说话', 'talk']","['discurso', 'discusión', 'conversación', 'garla', 'charloteo', 'charla', 'talk']","['論文', '議論', '討論', 'talk']","['의논', '토론', 'talk']","['väitlus', 'arutlus', 'talk']","['keskustelu', 'väittely', 'käsittely', 'tarkastelu', 'pohdinta', 'pulina', 'puhe', 'talk']","['bespreking', 'discussie', 'betoog', 'forum', 'gesprek', 'vertoog', 'debat', 'dialoog', 'samenspraak', 'conversatie', 'talk']","['बिबाद', 'बहस', 'talk']",speech,"['discussione', 'ragionamento', 'trattazione', 'disputazione', 'resoconto', 'esposizione', 'illustrazione', 'descrizione', 'discorso', 'parlare', 'talk']"
"['enfant', 'mineur', 'frite', 'gosse', 'pomme frite', 'jeune', 'responsabilité pénale des mineurs', 'nourrisson', 'nourisson', 'bébé', 'enfant en bas âge', 'poupon', 'enfants']","['Minderjährige', 'Kind', 'Jugendliche', 'minderjährigkeit', 'Minderjährigkeit', 'Baby', 'Säugling', 'Kleinkind', 'kleines Kind', 'Wickelkind', 'Kriechling', 'Kinder']","['несовершеннолетний', 'ребенок', 'ребёнок', 'младенец', 'дитя', 'малыш', 'крошка', 'малютка', 'младе́нец', 'дитя́']","['fry', 'french fry', 'minor', 'chip', 'child', 'youngster', 'shaver', 'small fry', 'kid', 'nestling', 'tiddler', 'tike', 'tyke', 'nipper', 'baby', 'infaneto', 'infant', 'babe', 'children']","['兒童', '孩儿', '孩', '小孩子', '小孩', '小兒', '孩子', '孩兒', '儿童', '小儿', '未成年人', '婴儿', '嬰兒', '幼儿', '娃娃', '小娃娃', '婴幼儿', '宝宝', '小孩儿', '儿子或女儿', '后代']","['papa frita', 'niña', 'menor de edad', 'menor', 'niño', 'joven', 'infancia', 'minoría de edad', 'jovenzuelo', 'mozalbete', 'chico', 'muchachuelo', 'chiqüelo', 'chiquillo', 'criatura', 'crío', 'chango', 'pececillo', 'cría', 'chaval', 'alevín', 'nene', 'tike', 'bebé', 'niño de pecho', 'niña de pecho', 'infante', 'guagua', 'lactante', 'neonato', 'rorro', 'bebe', 'niños', 'ninzzo', 'hijo', 'hija']","['子', '子供', '未成年者', '赤ちゃん', '赤ん坊', '乳児', '幼児']","['아이', '어린이', '미성년자', '아기', '유아']","['alaealine', 'laps', 'alaealisus', 'väikelaps', 'beebi', 'Imik', 'imik', 'lapsed']","['alaikäinen', 'lapsi', 'vekara', 'pikkumies', 'vintiö', 'napero', 'lapsukainen', 'kersa', 'pentu', 'tenava', 'ipana', 'muksu', 'pikkulapsi', 'pienokainen', 'vauva', 'imeväinen', 'vauvaikä']","['patat', 'kind', 'friet', 'jongere', 'jongeling', 'minderjarige', 'ding', 'baby', 'zuigeling', 'kleintje', 'infant', 'kleine', 'bébé', 'kindje', 'kinderen', 'loot', 'spruit', 'koter']","['नाबालिग', 'बच्चा', 'शिशु']",child,"['minore', 'fanciullo', 'giovane', 'fanciullino', 'bambino', 'moccioso', 'mimmo', 'pargolo', 'bimbo', 'figlio', 'ragazzo', 'marmocchio', 'neonato', 'bambino piccolo', 'bambina', 'bebè', 'piccino', 'fantolino', 'bebé', 'infante', 'piccolo', 'creatura', 'pupo', 'baby', 'lattante', 'poppante', 'bambini', 'bambine', 'figlio piccolo']"
"['tour', 'ornement', 'décoration', 'parure', 'visite guidée', 'voyage', 'cycle', 'rythme']","['Turm', 'Verzierung', 'Zier', 'Ornament', 'Dekoration', 'Verschönerung', 'Rundgang']","['вышка', 'башня', 'ба́шня', 'орнамент', 'украше́ние', 'орнаментика', 'орна́мент', 'декора́ция', 'тур']","['tower', 'ornament', 'ornamentation', 'decoration', 'circuit', 'cycle', 'round', 'rhythm']","['塔樓', '塔', '樓臺', '楼台', '楼阁', '塔楼', '樓閣', '塔式建築', '装饰品', '装饰', '装潢', '裝飾音', '裝飾', '裝飾品', '循环地']","['torre', 'ornamento', 'ornamento arquitectónico', 'decoración', 'adorno', 'gira', 'periplo', 'circuito', 'ciclo']","['塔', 'タワー', '装飾', '飾り', '装飾音', 'デコレーション', '装飾（芸術）']","['탑', '꾸밈음', '장신구']","['torn', 'ornament', 'Ornament', 'Eellöök']","['torni', 'ornamentti', 'Ornamentti', 'Koristelu', 'koriste', 'koriste-esine', 'koristelu', 'koristus', 'somiste', 'opastettu kierros', 'kiertokäynti', 'kiertomatka', 'kierto', 'suhdannekierto', 'sykli', 'rytmi']","['toren', 'ornament', 'versiering', 'decoratie', 'verfraaiing', 'aankleding', 'siersel', 'paruur', 'versiersel', 'rondgang', 'rondleiding', 'toer', 'reis', 'excursie', 'cyclus', 'ritme']","['बुर्ज', 'जेवर', 'अलंकार', 'आभूषण']",tower,"['torre', 'ornamento', 'ornato', 'abbellimento', 'decorazione', 'addobbo', 'guarnizione', 'fregio', 'ornamentazione', 'addobbamento', 'finimento', 'adornamento', 'decoro', 'guarnitura', 'ciclo', 'giro']"
"['personne', 'mortel', ""quelqu'un"", 'individu']","['Sterbliche', 'Jemand', 'Person', 'Mensch', 'Sterblicher', 'Individuum']","['человек', 'ли́чность', 'индивид', 'челове́к', 'личность', 'индиви́дуум', 'персо́на', 'осо́ба', 'физи́ческое лицо́']","['someone', 'mortal', 'individual', 'person', 'somebody', 'soul']","['人', '灵魂', '某人', '个人', '凡人', '个体', '個人']","['ser', 'humano', 'persona', 'mortal', 'individuo', 'alguno', 'alma', 'ser humano', 'alguien']","['人', '人間', '個人', '者', '方', '人物']","['사람', '분', '인격체', '인']","['isik', 'indiviid']","['henkilö', 'ihminen', 'yksilö', 'luonnollinen henkilö', 'persoona']","['sterveling', 'iemand', 'persoon', 'individu', 'mens', 'man', 'figuur', 'deze of gene']","['व्यक्ति', 'लोक', 'ज़ात', 'मानव', 'शख़्स', 'जन', 'शख्स', 'आदम', 'मानस', 'मनुष्य']",person,"['persona', 'individuo', 'mortale', 'umano', 'essere umano', 'anima', 'singolo', 'soggetto']"
"['bureau', 'organisme', 'autorité', 'agence', 'agence publique', 'ministère', 'office', 'administration fédérale']","['Autorität', 'Amt', 'Koryphäe', 'Büro', 'Behörde', 'Kontor', 'Bürogebäude', 'Schreibtisch']","['офис', 'орган публичной власти', 'аге́нтство', 'правительственный офис', 'о́рган', 'стол', 'письменный стол', 'Бюро', 'бюро']","['agency', 'authority', 'office', 'federal agency', 'government agency', 'government office', 'business office', 'desk']","['辦公室', '办公室', '政府机构', '政府機構', '事务所', '书桌', '書桌', '桌子', '工作台']","['autoridad', 'agencia', 'oficina', 'organismo público', 'oficina gubernamental', 'organismo autónomo', 'departamento', 'escritorio', 'pupitre', 'mesa de despacho', 'bufete', 'buro']","['オフィス', '事務所', '事務室', '執務室', '官庁', '政府機関', '机']","['사무실', '정부 기관', '관청', '오피스', '책상']","['kontor', 'büroo', 'asutus', 'Kontor', 'Kirjutuslaud']","['virka', 'työhuone', 'toimisto', 'virasto', 'viranomainen', 'ministeriö', 'valtion virasto', 'liittovaltion virasto', 'elin', 'laitos', 'taloustoimisto', 'kirjoituspöytä']","['kantoor', 'autoriteit', 'bureel', 'expert', 'agentschap', 'overheidsagentschap', 'dienst', 'overheidsinstelling', 'kantoorgebouw', 'kabinet', 'schrijftafel', 'lessenaar']","['दफ़्तर', 'कार्यालय', 'एजेंसी', 'प्राधिकार']",office,"['ente', 'organo', 'ufficio', 'agenzia', 'fonte', 'agenzia governativa', 'istituzione', 'uffizio', 'studio', 'scrittoio', 'scrivania', 'tavolino', 'banco']"
"['roche', 'pierre']","['Stein', 'Fels', 'Gestein']","['порода', 'горная порода', 'камень']","['stone', 'rock', 'pebble']","['小石頭', '鹅卵石', '鵝卵石', '小石子', '岩石', '聚合体', '石头', '石']","['piedra', 'roca', 'rocas', 'grava']","['石', '岩', '岩石']","['바위', '암석']","['kivim', 'kivi']","['kallio', 'kivi']","['gesteente', 'kiezelsteen', 'steen', 'rots', 'rots of gesteente', 'natuursteen', 'kiezel', 'steenrots']",['शैल'],rock,"['pietra', 'sasso', 'roccia', 'osso', 'nocciolo']"
