fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['voiture', 'bagnole', 'automobile', 'auto', 'char', 'dispositif', 'appareil', 'système', 'mécanisme']","['Auto', 'Wagen', 'Automobil', 'Pkw', 'Personenwagen', 'Kraftfahrzeug', 'PKW', 'Personenkraftwagen', 'Kraftwagen', 'Maschine', 'Einrichtung', 'Einheit', 'Baustein', 'Instrument', 'Hilfsmittel', 'Vorrichtung', 'Apparat', 'Gerät']","['автомобиль', 'маши́на', 'мото́р', 'авто́', 'та́чка', 'автомоби́ль', 'автомаши́на', 'прибо́р', 'дева́йс', 'приспособле́ние', 'аппара́т', 'механи́зм', 'устро́йство', 'га́джет']","['machine', 'car', 'automobile', 'auto', 'motorcar', 'motor car', 'device']","['汽车', '車', '车', '汽車', '机动车', '機動車', '裝置', '装置', '发明物']","['carro', 'coche', 'automóvil', 'auto', 'vehículo', 'máquina', 'turismo', 'aparato', 'dispositivo', 'mecanismo', 'aparejo']","['自動車', '車', '四輪車', '乗用車', 'デバイス', '装置']","['자동차', '사륜차', '승용차', '차', '승용자동차', '장치', '디바이스']","['auto', 'automobiil', 'masin', 'seade', 'aparaat']","['auto', 'henkilöauto', 'automobiili', 'moottoriajoneuvo', 'ajoneuvo', 'kone', 'laite']","['auto', 'automobiel', 'kar', 'wagen', 'motorrijtuig', 'toestel', 'apparaat']","['गाड़ी', 'कार', 'मोटरकार', 'ऑटोमोबाइल', 'मोटर', 'मोटरवाहन', 'मोटर-गाड़ी', 'मोटरगाड़ी', 'वाहन', 'गैजेट', 'यंत्र', 'युक्ति']",machine,"['autoveicolo', 'auto', 'autovettura', 'automobile', 'macchina', 'vettura', 'apparecchio', 'periferica', 'dispositivo', 'congegno', 'arnese']"
"['temps', 'temps grammatical']","['Zeit', 'Zeitform', 'Tempus']",['время'],"['time', 'tense', 'grammatical tense']","['時間', '时间', '时态']","['tiempo', 'tiempo gramatical']","['時間', '時制']","['시간', '시제']",['aeg'],"['aika', 'aikamuoto', 'tempus']","['tijd', 'werkwoordstijd']","['काल', 'समय', 'व्याकरणिक काल']",time,"['tempo', 'data']"
"['camaraderie', 'amitié', 'ami', 'amie']","['Kameradschaft', 'Freundschaft', 'Freund', 'Freundin']",['дружба'],"['friend', 'camaraderie', 'comradeship', 'comradery', 'chumminess', 'comradeliness', 'friendship', 'friendly relationship']","['友情', '友爱', '友谊', '朋友', '友人']","['camaradería', 'amistad', 'relación amistosa', 'amigo', 'amiga', 'camarada']","['友情', '交際', '友達', '友人']",['우정'],['sõprus'],"['ystävyys', 'ystävyyssuhde', 'ystävä']","['kameraadschap', 'vriendschap', 'vriendschapsband', 'vriendschappelijkheid', 'vriendschapsbanden', 'maat', 'gabber', 'vriend', 'compagnon', 'makker', 'kameraad', 'amice', 'vriendin', 'gezel', 'vrind', 'kornuit', 'deelgenoot', 'kompaan']",['मित्रता'],friend,"['cameratismo', 'amicizia', 'amistà', 'amico']"
"['noir', 'couleur', 'teinte', 'teint']","['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe']","['чёрный', 'цвет']","['color', 'black', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors']","['黑色', '颜色', '顏色', '烏黑色', '色', '乌', '乌黑色', '烏', '詳細顏色列表']","['negra', 'tez', 'negro', 'coloración', 'colorido']","['黒', '色', 'くろ', 'ワインの色']","['검정', '검은색', '색깔', '색']","['must', 'värv', 'värvus', 'Värvuste loendid']","['väri', 'musta', 'väritys']","['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje']","['रंग', 'काला']",color,"['colore', 'carnagione', 'nero', 'colorazione']"
"['type', 'sorte', 'acabit', 'genre', 'forme']","['Sorte', 'Art']","['тип', 'разнообра́зие', 'вид', 'разнови́дность', 'род', 'сорт']","['kind', 'sort', 'form', 'variety']","['類', '类']","['tipo', 'clase', 'forma', 'género', 'especie']",['種類'],['종류'],"['sort', 'tõug', 'liik']","['luokka', 'moninaisuus', 'laji', 'laatu', 'tyyppi', '-lainen', 'monimuotoisuus', 'valikoima']","['soort', 'type', 'ras', 'genre', 'categorie', 'aard']","['प्रकार', 'तरह']",kind,"['classe', 'tipo', 'genere', 'modello', 'ordine', 'sorta', 'qualità', 'carattere', 'natura', 'specie', 'fatta', 'forma', 'razza']"
['juge'],['Richter'],['судья'],"['judge', 'jurist', 'justice']","['法官', '推事', '裁判官']","['jueza', 'juez', 'magistrado', 'togado', 'árbitro']",['裁判官'],"['판사', '법관']",['kohtunik'],"['tuomari', 'juristi', 'lakimies']","['rechter', 'kenner', 'scheidsrechter']","['न्यायाधीश', 'न्यायधीश']",judge,"['giùdice', 'giudice', 'pretore', 'magistrato']"
"['académie', 'université', 'école', 'collège', 'faculté', 'U.F.R.', 'U.E.R.', 'composante', 'personnel', 'univ', 'fac']","['Uni', 'Universität', 'Akademie', 'Schule', 'Fakultät', 'Hochschule']","['университет', 'школа', 'шко́ла', 'учи́лище', 'факультет', 'факульте́т', 'отделе́ние', 'академия', 'акаде́мия', 'университе́т']","['school', 'university', 'academy', 'faculty', 'staff', 'honorary society']","['大學', '大学', '学堂', '学校', '學堂', '學校', '系', '學院', '學會', '學術院', '学会', '研究院']","['universidad', 'academia', 'escuela', 'colegio', 'centro docente', 'instituto', 'facultad', 'facultad universitaria', 'claustro']","['大学', '学校', '学び舎', '学部', '翰林院', 'アカデミー', '学会', '大学校']","['대학교', '학교', '학부', '학과', '아카데미', '학회', '대학']","['ülikool', 'kool', 'teaduskond', 'akadeemia']","['yliopisto', 'koulu', 'tiedekunta', 'henkilökunta', 'akatemia', 'tiedeakatemia', 'taideakatemia']","['universiteit', 'academie', 'faculteit', 'genootschap', 'maatschappij', 'college', 'unief', 'universitair']","['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा', 'संकाय', 'फैकल्टी', 'अकादमी', 'कालिज', 'वीद्यापीठ', 'जामिया', 'यूनिवर्सिटी', 'महाविद्यालय', 'विश्वविद्यानिलय', 'विद्यापीठ']",school,"['università', 'accademia', 'scuola', 'istituto', 'facoltà', 'facoltà universitaria', 'collegio dei professori', 'corpo', 'corpo insegnante', 'collegio', 'academia', 'ateneo', 'politecnico']"
"['modèle', 'schéma', 'construction']","['Modell', 'Struktur']","['модель', 'структу́ра', 'структура']","['structure', 'model', 'construction']","['結構', '结构', '组织']","['modelo', 'maqueta', 'estructura', 'construcción']","['構造', '構成']","['구조', '구성']","['mudel', 'struktuur']","['malli', 'rakenne', 'rakennelma']","['model', 'structuur', 'bouwwerk']",['संरचना'],structure,"['modello', 'struttura', 'costruzione']"
"['cravate', 'match nul']","['Krawatte', 'Schlips', 'Unentschieden']","['галстук', 'га́лстук', 'Галстук', 'ничья']","['tie', 'necktie']","['領帶', '领带', '平局', '平分']","['corbata', 'empate']","['ネクタイ', '引き分け']","['넥타이', '갈쓰뚝', '무승부']","['lips', 'Viik', 'viik']","['solmio', 'kravatti', 'Solmio', 'Tasatilanne', 'tasapeli']","['stropdas', 'das', 'strop', 'gelijkspel']","['नेकटाई', 'टाई']",tie,"['cravatta', 'pareggio']"
"['figure', 'visage', 'allure', 'air', 'expression']","['Visage', 'Angesicht', 'Antlitz', 'Gesicht', 'Mine', 'Gebaren', 'Gesichtsausdruck', 'Ausdruck', 'Miene']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'выражение']","['face', 'human face', 'air', 'appearance', 'manner', 'demeanor', 'look', 'expression', 'mien', 'bearing', 'demeanour', 'facial expression', 'aspect']","['臉', '脸', '面', '面孔', '人类的脸', '颜']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'expresión', 'aspecto', 'apariencia', 'estampa']","['顔', '面', '表情']",['얼굴'],"['nägu', 'Nägu']","['naama', 'kasvot', 'pärstä', 'olemus', 'ilme', 'näköinen']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'houding', 'uiterlijk', 'voorkomen', 'air', 'uitdrukking', 'manieren', 'gelaatsuitdrukking', 'gezichtsuitdrukking', 'expressie']","['चेहरा', 'मुखड़ा', 'मुख']",face,"['viso', 'faccia', 'volto', 'aria', 'espressione', 'espressione facciale', 'sguardo', 'fisonomia', 'fisionomia', 'aspetto', 'guardo']"
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],bridge,"['ponte', 'ponti romani']"
"['organisationnel', 'organisation', 'constitution', 'création', 'ensemble musical', 'famille', 'groupe fonctionnel', 'groupe', 'équipe', 'groupe de rock']","['organisatorisch', 'Organisation', 'Ensemble', 'Bruchteil', 'funktionelle Gruppe', 'Gruppe', 'Rockgruppe', 'Rock-Gruppe', 'Rockband']","['организаторский', 'организа́ция', 'организация', 'музыкальный ансамбль', 'функциональная группа', 'радика́л', 'рок-гру́ппа', 'группа']","['group', 'organizational', 'organisational', 'organization', 'organisation', 'musical organization', 'musical organisation', 'musical group', 'musical ensemble', 'moiety', 'functional group', 'chemical group', 'radical', 'team', 'rock band', 'rock group', 'grouping']","['组织', '集团', '組織', '團體', '機構', '集團', '团体', '机构', '流行樂團', '官能团', '化学族', '官能團', '搖滾樂團', '摇滚乐团']","['organizativo', 'organización', 'establecimiento', 'constitución', 'fundación', 'formación', 'agrupación musical', 'grupo musical', 'grupo funcional', 'familia', 'grupo', 'radical', 'grupo químico', 'equipo', 'conjunto', 'grupo de rock', 'banda de rock', 'agrupación', 'colectivo']","['組織', '機構', '団体', 'アンサンブル', '官能基', '基', 'ロックグループ', 'ロックバンド', 'ロック・バンド', 'ロック・グループ']","['기구', '단체', '조직', '악단', '작용기', '록 밴드', '락 그룹', '락 밴드', '록 그룹']","['organisatsioon', 'ühing', 'ansambel', 'funktsionaalrühm', 'Funktsionaalrühm']","['organisaatio', 'järjestö', 'perustaminen', 'muodostaminen', 'yhtye', 'musiikkiorganisaatio', 'musiikkijärjestö', 'musiikkiryhmä', 'funktionaalinen ryhmä', 'Funktionaalinen ryhmä', 'radikaali', 'kemiallinen ryhmä', 'ryhmä', 'rock-yhtye', 'rokkibändi', 'rockyhtye', 'ryhmittymä', 'joukko']","['organisatorisch', 'organisatie', 'installatie', 'bestel', 'vestiging', 'muziekensemble', 'muziekgroep', 'muziekgezelschap', 'functionele groep', 'ploeg', 'rockgroep', 'rockband', 'groep', 'partij']","['संगठन', 'प्रकार्यात्मक समूह', 'क्रियात्मक समूह']",group,"['organizzativo', 'organizzazione', 'costituzione', 'formazione', 'ensemble musicale', 'gruppo musicale', 'ensemble', 'complesso', 'band', 'gruppo', 'gruppo funzionale', 'radicale', 'gruppo atomico', 'insieme', 'gruppo rock', 'novero']"
"['trottoir', 'quai']","['Gehsteig', 'Trottoir', 'Gehweg', 'Bürgersteig', 'Perron', 'Bahnsteig']","['тротуар', 'тротуа́р', 'перро́н', 'платфо́рма']","['platform', 'pavement', 'sidewalk', 'footway']","['人行道', '步道', '月台', '月臺', '站台', '平台']","['vía peatonal', 'acera', 'vereda', 'andén', 'banqueta', 'escarpa', 'calzada', 'ándito', 'plataforma', 'tribuna', 'estrado', 'tarima', 'entarimado']","['歩道', '舗装', '舗道', '人道', 'プラットホーム', '歩廊', '乗り場', 'ホーム']","['보도', '인도', '플랫트홈', '플랫폼', '홈', '승강장', '플랫홈']","['sillutis', 'kõnnitee', 'perroon', 'platvorm']","['jalkakäytävä', 'katukäytävä', 'laituri', 'asemalaituri', 'lava']","['voetpad', 'stoep', 'straatkant', 'trottoir', 'gaanpad', 'podium', 'perron', 'verhoging']","['फुटपाथ', 'पैदलपथ', 'प्लेटफार्म', 'प्लैटफ़ॉर्म', 'प्लेटफ़ॉर्म']",platform,"['marciapiede', 'via pedonale', 'marciapiedi', 'binario', 'piattaforma']"
"['domicile', 'maison', 'théâtre', 'salle', 'site', 'casino', 'ménage', 'foyer', 'famille', 'habitation', 'résidence', 'logement', 'demeure', 'auditorium', 'amphi', 'boite', 'entreprise', 'boîte', 'société', 'firme']","['Haus', 'Theater', 'Theatergebäude', 'Kasino', 'Spielbank', 'Haushalt', 'Privathaushalt', 'Zuhause', 'Heim', 'Domizil', 'Nest', 'Behausung', 'Elternhaus', 'Wohnsitz', 'Wohnhaus', 'Wohnung', 'Wohnstätte', 'Zuschauerraum', 'Auditorium', 'Betrieb', 'Firma', 'Unternehmen']","['дом', 'жилище', 'театр', 'здание театра', 'казино', 'игорный дом', 'иго́рный дом', 'казино́', 'семья', 'Домашнее хозяйство', 'домохозяйство', 'место жительства', 'резиде́нция', 'жильё', 'местожи́тельство', 'жили́ще', 'ме́сто жи́тельства', 'аудито́рия', 'зал', 'зрительный зал', 'фирма']","['house', 'home', 'dwelling', 'theater', 'theatre', 'playhouse', 'business firm', 'casino', 'establishment', 'firm', 'gambling casino', 'household', 'family', 'menage', 'private household', 'habitation', 'dwelling house', 'abode', 'domicile', 'Flotten, Hemmet och Sandlådan', 'residence', 'auditorium', 'enterprise', 'concern', 'corporation', 'partnership', 'venture', 'company']","['房屋', '家屋', '住宅', '家', '房子', '劇場', '剧场', '娱乐场', '赌场', '卡西诺', '賭場', '卡西諾', '一家人', '家庭', '人家', '户', '戶', '家人', '家庭成员', '家族', '居所', '住所', '住处', '表演廳', '會堂', '礼堂', '禮堂', '会堂', '观众席', '听众席', '公司', '事务所', '商号', '商行', '企业']","['casa', 'teatro', 'sitio', 'establecimiento', 'casino', 'núcleo familiar', 'familia', 'hogar', 'menaje', 'residencia', 'morada', 'alojamiento', 'domicilio', 'habitáculo', 'vivienda', 'vasa', 'habitación', 'piso', 'auditorio', 'sala', 'auditorium', 'auditórium', 'firma', 'compañía', 'empresa', 'empresas']","['家', '家屋', '住宅', '劇場', 'カジノ', '賭場', '世帯', '実家', '住居', '居留', '故郷', '住所', 'オーディトリアム', '講堂', '会社', '企業']","['집', '극장', '카지노', '세대', '주거', '거류', '주택', '오디토리엄']","['hoone', 'maja', 'teatrihoone', 'kasiino', 'majapidamine', 'Majapidamine', 'sünnikodu', 'saal', 'ettevõte', 'firma']","['talo', 'teatteri', 'teatteritalo', 'katsomo', 'kasino', 'pelikasino', 'talous', 'kotitalous', 'suku', 'ruokakunta', 'perhekunta', 'perhe', 'lapsuudenkoti', 'kotiosoite', 'asuinpaikka', 'asunto', 'kotitalo', 'kotipaikka', 'asuinrakennus', 'koti', 'asumus', 'paikka', 'kämppä', 'sali', 'auditorio', 'yritykset', 'kauppahuone', 'liikeyritys', 'yritys']","['optrekje', 'woning', 'onderdak', 'woonplaats', 'huis', 'verblijf', 'domicilie', 'woonhuis', 'huisje', 'theater', 'theatergebouw', 'site', 'plaats', 'casino', 'locatie', 'speelhuis', 'huishouden', 'huisgezin', 'familie', 'huishouding', 'gezin', 'tehuis', 'honk', 'home', 'thuis', 'woonadres', 'huisvesting', 'woonst', 'residentie', 'heem', 'behuizing', 'woongelegenheid', 'woonruimte', 'auditorium', 'zaal', 'aula', 'gehoorzaal', 'corporatie', 'onderneming', 'firma', 'bedrijf', 'onderkomen', 'handelsmaatschappij', 'handelmaatschappij']","['घर', 'मकान', 'नाटक', 'जुआखाना', 'कज़ीनो', 'जुआघर', 'कैसीनो', 'कैसिनो', 'जन्मभूमि', 'गृह']",house,"['casa', 'domicilio', 'abitazione', 'teatro', 'azienda', 'casinò', 'casa da gioco', 'nucleo familiare', 'famiglia', 'dimora', 'residenza', 'magione', 'auditorio', 'auditorium', 'sala da concerto', 'sala', 'platea', 'aziende', 'società', 'impresa']"
"['Soleil', 'soleil', 'dimanche', 'jour du Seigneur', 'Dimanche']","['Sonne', 'Sonntag', 'Herrentag', 'Tag des Herrn', 'Herrntag']","['Солнце', 'Со́лнце', 'воскресенье', 'неде́ля', 'воскресе́нье', 'День Господень']","['sun', 'Sunday', ""Lord's Day"", 'Dominicus']","['日头', '太阳', '日', '日頭', '太陽', '星期天', '周日', '主日', '星期日', '礼拜天', '禮拜日', '礼拜日', '禮拜天', '朝圣日']","['Sol', 'sol', 'domingo', 'Día del Señor', 'día del Senyor', 'dom']","['ひ', '日', '太陽', '日曜日', '主日', '日曜']","['태양', '해', '일', '일요일', '주일']","['Päike', 'päike', 'pühapäev']","['Aurinko', 'aurinko', 'sunnuntai', 'lepopäivä', 'pyhäpäivä', 'su', 'Dominicus']","['zon', 'koperen ploert', 'Zon', 'zonnetje', 'zondag']","['सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि', 'रविवार', 'आदित्यवार', 'इतवार', 'एतवार', 'सूर्यवार', 'भानुवार']",sun,"['sole', 'Sole', 'domenica']"
"['conférence', 'convention', 'rencontre']","['Tagung', 'Versammlung', 'Kongress', 'Besprechung']","['собра́ние', 'съезд', 'конференция', 'бизнес-конференция', 'конве́нт', 'митинг', 'собрание']","['meeting', 'convention', 'group meeting', 'rally']","['會議', '会议', '會面']","['convención', 'conferencia', 'congreso', 'reunión', 'concurrentes', 'reunión grupal', 'concurrencia']","['代表者会議', '会議']","['컨벤션', '회의']","['konverents', 'Koosolek', 'koosolek']","['kokoontuminen', 'konferenssi', 'kokous', 'konventti', 'ryhmäkokous', 'palaveri']","['bijeenkomst', 'conventie', 'praktijk', 'overeenkomst', 'vergadering', 'beraadslaging', 'overleg', 'convent', 'beraadslagingen']","['संगोष्ठी', 'अभिसमय', 'बैठक']",meeting,"['convegno', 'convenzione', 'congresso', 'convention', 'riunione', 'convocazione', 'adunanza', 'assemblea', 'consulta', 'consesso']"
"['développement historique', 'histoire']","['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft']","['история', 'исто́рия']","['history', 'historical development']","['歷史', '历史', '歷史學', '历史学']",['historia'],"['歴史', '沿革']","['역사', '사학']",['ajalugu'],"['historia', 'historiantutkimus']",['geschiedenis'],"['इतिहास', 'तारीख़']",history,['storia']
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']",valley,"['valle', 'vallata', 'conca']"
"['carré', 'carré en je broertjte']","['Quadrat', 'Quadrat en je zusje']","['квадрат', 'квадра́т']","['square', 'foursquare', 'second power']","['正方形', '平方', '二次幂']","['cuadrado', 'cuadro', 'cuadrado perfecto']","['正方形', '自乗', '平方', '二乗, nijō']","['정사각형', '평방']","['ruut', 'Ruut']","['neliö', 'nelikulmio', 'Neliö', 'toinen potenssi']","['vierkant', 'carré', 'kwadraat', 'tweede macht']",['वर्गाकार'],square,['quadrato']
['génération'],['Geschlecht'],['поколе́ние'],['generation'],"['輩', '代', '辈', '世代']",['generación'],['世代'],['세대'],['põlvkond'],['sukupolvi'],['generatie'],"['पीढ़ी', 'पुश्त', 'नस्ल']",generation,['generazione']
"['sud', 'midi']",['Süden'],['юг'],"['south', 'southward', 'due south', 'S']","['南', '南方']","['sur', 'sud']",['南'],['남쪽'],"['Lõuna', 'lõuna']","['etelä', 'S', 'suoraan etelään']","['zuid', 'zuiden']",['दक्षिण'],south,"['sud', 'meridione', 'mezzogiorno', 'austro']"
"['agglomération urbaine', 'métropole', 'ville', 'cité', 'grande-ville']","['Metropole', 'Stadt', 'Großstadt', 'Weltstadt', 'Stadtsiedlung']","['метрополия', 'город', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис']","['city', 'urban center', 'metropolis', 'city/town']","['城市', '城', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會']","['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital']","['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市']","['시내', '도시', '시', '메트로폴리스', '대도시']","['linn', 'pealinn', 'suurlinn', 'Suurlinn']","['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus']","['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad']","['शहर', 'नगर', 'बड़ा शहर']",city,"['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano']"
"['langue', 'langage', 'langage humain', 'langage parlé', 'langue parlée', 'parole']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache']","['язык', 'язы́к', 'речь', 'устная речь', 'говорение']","['language', 'human language', 'linguistic communication', 'spoken language', 'speech', 'oral communication', 'spoken communication', 'voice communication', 'speech communication']","['語言', '语言', '言语', '言語', '话', '話', '口語', '口语', '說話']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal']","['言語', '個別言語', '言葉', '口語', '音声', '音声言語', '口頭言語']","['언어', '말', '개개의 언어', '말하기', '랑그와 파롤', '구어']","['keel', 'Kõne', 'Suuline keel', 'suuline keel', 'kõne']","['kieli', 'kielellinen kommunikaatio', 'puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä']","['taal', 'spraak', 'tong', 'spreektaal', 'gesproken taal']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'vani', 'बोलना']",language,"['lingua', 'linguaggio', 'idioma', 'lingua parlata', 'parlare', 'parlata']"
"['vitesse', 'vélocité', 'vecteur vitesse', 'Vitesse', 'rapidité', 'taux']","['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor', 'Rate']","['скорость', 'ско́рость', 'скорость движения', 'темп']","['speed', 'velocity', 'fastness', 'swiftness', 'rate', 'ratio']","['速率', '速度', '率']","['velocidad', 'rapidez', 'celeridad', 'índice', 'tasa', 'ritmo']","['速度', '速さ', '割合', '年収', '月給', '時給', '日給']","['빠르기', '속도', '속력', '비율']","['kiirus', 'Keskmine kiirus', 'keskmine kiirus', 'muutumiskiirus']","['nopeus', 'vauhti', 'vauhdikkuus', 'tahti', 'tuntipalkka']","['snelheid', 'vaart', 'gezwindheid', 'vlugheid', 'grootte van de snelheid', 'gang', 'vaartje', 'gangetje', 'tempo', 'ratio', 'graad', 'tarief']","['वेग', 'चाल']",speed,"['velocità', 'celerità', 'speditezza', 'andatura', 'tasso', 'ritmo']"
"['territoire', 'terre ferme', 'plancher des vaches', 'terre', 'sol', 'raison', 'cause', 'motif', 'arrière-plan', 'fond']","['Land', 'Festland', 'Grund', 'Erdboden', 'Boden', 'Erde', 'Länder', 'fester Boden', 'Blumenerde', 'Hintergrund']","['земля', 'суша', 'су́ша', 'земля́', 'зе́мли', 'грунт', 'основа́ние', 'моти́в', 'резо́н', 'причи́на', 'по́вод', 'фо́н', 'за́дний план', 'бэ́кграунд', 'бэкгра́унд']","['ground', 'land', 'terra firma', 'earth', 'solid ground', 'dry land', 'land mass', 'soil', 'dirt', 'reason', 'occasion', 'background']","['陸地', '地', '土地', '陆地', '地面', '泥土', '土壤', '土', '壤', '原因', '理由', '背景']","['tierra', 'territorio', 'terreno', 'tierra firme', 'suelo', 'razón', 'causa', 'trasfondo', 'fondo', 'segundo plano']","['地', '地面', '土地', '大地', '土', '陸地', '理由', '背景']","['땅', '육지', '륙지', '대지', '뭍', '토지', '배경']","['maa', 'maismaa']","['maa', 'maanpinta', 'kuiva maa', 'sora', 'irtomaa', 'multa', 'syy', 'peruste', 'tausta', 'taka-ala', 'pohja']","['land', 'aarde', 'droge land', 'vaste grond', 'grond', 'bodem', 'vasteland', 'teelaarde', 'omgeving', 'reden', 'motivatie', 'afweging', 'considerans', 'consideratie', 'overweging', 'drijfveer', 'beweeggrond', 'motief', 'beweegreden', 'ratio', 'achtergrond', 'toneel', 'background']","['सरजमीन', 'धरती', 'भूतल', 'ज़मीन', 'भूमि', 'पृष्ठभूमि']",ground,"['territorio', 'terra', 'terraferma', 'superficie', 'suolo', 'terra ferma', 'continente', 'terriccio', 'terreno', 'motivo', 'ragione', 'cagione', 'causa', 'ragionamento', 'sfondo']"
['queue'],['Schwanz'],['хвост'],['tail'],"['尾巴', '尾子', '尾']",['cola'],"['尾', '尻尾']",['꼬리'],['saba'],"['pyrstö', 'häntä']",['staart'],"['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']",tail,['coda']
"['maman', 'maternité', 'mère', 'parent']","['Mutter', 'Mutterschaft', 'Eltern', 'Elternteil', 'Elternschaft', 'Elter']","['мать', 'материнство', 'родители', 'родитель', 'родительство']","['mother', 'female parent', 'motherhood', 'parents', 'parent', 'parenthood']","['母親', '娘', '母', '妈妈', '母亲', '親本', '双亲之一', '父亲或母亲']","['madre', 'maternidad', 'mamá', 'progenitora', 'progenitor', 'padre', 'padres']","['母親', '親']","['어머니', '부모']","['ema', 'vanemad']","['äiti', 'äitiys', 'naispuolinen vanhempi', 'vanhemmuus', 'vanhempi', 'isä']","['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe', 'ouders', 'ouder', 'ouderschap', 'moederplant', 'stamplant']","['माता', 'माता-पिता']",mother,"['maternità', 'madre', 'mamma', 'genitrice', 'genitori', 'genitore', 'procreatore']"
"['levant', 'est', 'orient']","['Ost', 'Osten']","['восто́к', 'восхо́д', 'восток', 'ост']","['east', 'E', 'eastward', 'due east']","['東方', '東', '东方', '东']","['este', 'levante', 'oriente']","['東', '東方']","['동쪽', '새', '동']","['idakaar', 'ida', 'Ida']","['itä', 'I']","['oosten', 'oost']","['पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']",east,"['oriente', 'est', 'levante', 'E']"
