fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['développement historique', 'histoire', 'mode narratif', 'narration', 'conte', 'récit', 'technique littéraire', 'point de vue narratif', 'intrigue', 'scénario', 'fabula', 'Intrigue']","['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft', 'Erzählung', 'Erzählperspektive', 'Erzählweise', 'literarisches Stilmittel', 'Plot', 'Stoff', 'Fabula und Sujet', 'Handlung', 'Fabula']","['история', 'исто́рия', 'наррация', 'литературный приём', 'по́весть', 'режим повествования', 'повествовательная точка зрения', 'нарратив', 'расска́з', 'сюжет', 'литературный сюжет', 'фабула']","['historical development', 'history', 'story', 'tale', 'narrative', 'narration', 'narrative point of view', 'literary technique', 'narrative mode', 'plot', 'storyline', 'fabula and syuzhet', 'plot kernel']","['歷史', '历史', '歷史學', '历史学', '故事', '敘事模式', '文學技巧', '叙述', '情節', '情节', '剧情']","['historia', 'relato', 'narración', 'técnica literaria', 'crónica', 'técnica narrativa', 'punto de vista narrativo', 'cuento', 'narrativa', 'argumento', 'trama', 'fabula', 'tema literario', 'asunto']","['歴史', '沿革', '文芸の技法', '物語', '話', 'ナレーション', '小説', 'ストーリー', 'ファーブラとシュジェート', 'プロット']","['역사', '사학', '스토리', '이야기', '소설', '시점', '문학 기법', '서술', '플롯', '파불라']","['ajalugu', 'narratiiv', 'lugu', 'Sündmustik', 'faabula', 'Faabula']","['historia', 'historiantutkimus', 'tarina', 'selostus', 'kertomus', 'kerronta', 'juttu', 'juoni']","['geschiedenis', 'verhaal', 'vertelling', 'literaire techniek', 'vertelperspectief', 'verhalende stijl', 'vertelsel', 'verhalend', 'vertelde', 'vertellen', 'plot', 'intrige', 'fabula en syuzhet', 'perceel', 'verwikkeling']","['इतिहास', 'तारीख़', 'कहानी', 'कथानक']",history,"['storia', 'narrativa', 'punto di vista', 'narrazione', 'racconto', 'tecnica letteraria', 'punto di vista narrativo', 'vicenda', 'tecnica narrativa', 'testo narrativo', 'aneddoto', 'fabula', 'fabula e syuzhet', 'trama', 'Trama', 'intreccio', 'intrigo', 'orditura']"
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']",valley,"['valle', 'vallata', 'conca']"
"['carré', 'carré en je broertjte']","['Quadrat', 'Quadrat en je zusje']","['квадрат', 'квадра́т']","['square', 'foursquare', 'second power']","['正方形', '平方', '二次幂']","['cuadrado', 'cuadro', 'cuadrado perfecto']","['正方形', '自乗', '平方', '二乗, nijō']","['정사각형', '평방']","['ruut', 'Ruut']","['neliö', 'nelikulmio', 'Neliö', 'toinen potenssi']","['vierkant', 'carré', 'kwadraat', 'tweede macht']",['वर्गाकार'],square,['quadrato']
"['sud', 'midi']",['Süden'],['юг'],"['southward', 'due south', 'south', 'S']","['南', '南方']","['sur', 'sud']",['南'],['남쪽'],"['Lõuna', 'lõuna']","['etelä', 'S', 'suoraan etelään']","['zuid', 'zuiden']",['दक्षिण'],south,"['sud', 'meridione', 'mezzogiorno', 'austro']"
"['arbre', 'tronc', 'fût']","['Stamm', 'Baum', 'Baumstamm']","['дерево', 'ство́л', 'ствол']","['tree', 'tree trunk', 'trunk', 'bole']","['树', '樹', '乔木', '樹幹', '幹', '树干', '干']","['árbol', 'arbol', 'tronco']","['樹木', '木', '樹幹', '幹']","['나무', '나무줄기', '그루']","['puu', 'tüvi']","['puu', 'runko', 'puunrunko', 'puuvarsi']","['boom', 'boomstam', 'stam']","['पेड़', 'वृक्ष', 'तना']",tribe,"['albero', 'albore', 'arbore', 'tronco', ""tronco d'albero"", 'fusto']"
"['agglomération urbaine', 'métropole', 'ville', 'cité', 'grande-ville', 'bourgade', 'bourg']","['Stadt', 'Metropole', 'Großstadt', 'Weltstadt', 'Stadtsiedlung', 'Kleinstadt', 'Bourg']","['метрополия', 'город', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис', 'малый город', 'бург']","['city', 'urban center', 'metropolis', 'city/town', 'town', 'large village']","['城市', '城', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會', '大型村落', '鄉鎮', '镇', '城镇']","['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital', 'villa', 'pueblo', 'población']","['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市', '街']","['시내', '도시', '시', '메트로폴리스', '대도시', '마을']","['linn', 'pealinn', 'suurlinn', 'Suurlinn']","['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus', 'pikkukaupunki']","['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad', 'town', 'middelgrote plaats of stadje', 'plaats', 'gemeente']","['शहर', 'नगर', 'बड़ा शहर']",city,"['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano', 'cittadina', 'grosso paese', 'paese']"
"['langue', 'langage', 'langage humain', 'patois', 'dialecte', 'accent', 'idiome']","['Sprache', 'Zunge', 'menschliche Sprache', 'Einzelsprache', 'Akzent', 'Idiom', 'Dialekt', 'Ausdrucksweise', 'Mundart']","['язык', 'язы́к', 'речь', 'диалект', 'акцент', 'го́вор', 'диале́кт', 'наре́чие', 'идио́м']","['language', 'human language', 'linguistic communication', 'dialect', 'accent', 'idiom']","['語言', '语言', '言语', '言語', '话', '話', '口音', '方言', '土语', '一群人使用的特定的词汇']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'dialecto', 'acento']","['言語', '個別言語', '言葉', '-弁', '方言', '訛り', 'アクセント']","['언어', '말', '개개의 언어', '어법', '사투리', '방언', '악센트']","['keel', 'murre', 'aktsent', 'Aktsent']","['kieli', 'kielellinen kommunikaatio', 'murre', 'korostus', 'Korostus', 'aluemurre', 'kielimuunnos']","['taal', 'spraak', 'tong', 'mondaard', 'dialect', 'Tongval', 'tongval', 'streektaal', 'accent', 'patois']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'उपभाषा', 'उच्चारण', 'लहजा']",language,"['lingua', 'linguaggio', 'idioma', 'dialetto', 'accento', 'vernacolo', 'parlata']"
"['vitesse', 'vélocité', 'vecteur vitesse', 'Vitesse', 'rapidité']","['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor']","['скорость', 'ско́рость', 'скорость движения']","['velocity', 'speed', 'fastness', 'swiftness']","['速率', '速度']","['velocidad', 'rapidez', 'celeridad']","['速度', '速さ']","['빠르기', '속도', '속력']","['kiirus', 'Keskmine kiirus', 'keskmine kiirus']","['nopeus', 'vauhti', 'vauhdikkuus']","['snelheid', 'vaart', 'gezwindheid', 'vlugheid', 'grootte van de snelheid', 'gang', 'vaartje', 'gangetje', 'tempo']","['वेग', 'चाल']",speed,"['velocità', 'celerità', 'speditezza', 'andatura']"
"['territoire', 'terre ferme', 'plancher des vaches', 'terre', 'sol', 'plancher', 'bas', 'fond']","['Boden', 'Land', 'Festland', 'Grund', 'Erdboden', 'Erde', 'Länder', 'fester Boden', 'Fußboden', 'Blumenerde']","['земля', 'суша', 'су́ша', 'земля́', 'зе́мли', 'грунт', 'под', 'поверх', 'пол']","['land', 'ground', 'terra firma', 'earth', 'solid ground', 'dry land', 'land mass', 'floor', 'flooring', 'soil', 'dirt', 'bottom', 'underside', 'undersurface']","['陸地', '地', '土地', '陆地', '地面', '地板', '楼板', '樓板', '泥土', '土壤', '土', '壤', '底面', '底', '下侧', '下面']","['tierra', 'territorio', 'terreno', 'tierra firme', 'suelo', 'piso', 'solería', 'parte inferior']","['地', '地面', '土地', '大地', '土', '陸地', '床']","['땅', '육지', '륙지', '대지', '뭍', '토지', '바닥', '마루']","['maa', 'maismaa', 'põrand', 'Põrand']","['maa', 'maanpinta', 'kuiva maa', 'lattia', 'sora', 'irtomaa', 'multa', 'alapää', 'alaosa', 'alalaita']","['land', 'aarde', 'droge land', 'vaste grond', 'grond', 'bodem', 'vasteland', 'vloer', 'teelaarde', 'omgeving', 'onderzijde', 'onderkant', 'onderzij']","['सरजमीन', 'धरती', 'भूतल', 'ज़मीन', 'भूमि', 'फ़र्श', 'फर्श']",ground,"['territorio', 'terra', 'terraferma', 'superficie', 'suolo', 'terra ferma', 'continente', 'pavimento', 'tavolato', 'piantito', 'piancito', 'impiantito', 'solaio', 'terriccio', 'terreno', 'fondo', 'di sotto', 'disotto', 'basso']"
"['expérience scientifique', 'expérimentation', 'méthode expérimentale', 'expérience', 'essai', 'tentative']","['Versuch', 'Experiment', 'Experimentieren']","['эксперимент', 'о́пыт', 'про́ба', 'экспериме́нт', 'попытка']","['experimentation', 'experiment', 'try', 'attempt', 'endeavor', 'endeavour', 'effort']","['實驗', '实验', '试验', '努力', '力图', '尝试', '尽力']","['experimentación', 'experimento', 'intento', 'esfuerzo', 'tentativa', 'conato', 'deber']",['実験'],['실험'],"['katse', 'eksperiment']","['kokeilu', 'koe', 'Koe', 'yritys', 'ponnistus', 'pyrkimys', 'vaivannäkö']","['proefneming', 'experiment', 'proef', 'toetssteen', 'toets', 'test', 'experimenteren', 'onderzoeking', 'poging', 'probeersel', 'wagen', 'onderneming', 'ijveren', 'inspanning']","['तजुर्बा', 'परीक्षा', 'प्रयोग']",attempt,"['esperimento', 'sperimentazione', 'esperimento scientifico', 'tentativo', 'prova', 'fatica', 'sforzo', 'impresa']"
['queue'],['Schwanz'],['хвост'],['tail'],"['尾巴', '尾子', '尾']",['cola'],"['尾', '尻尾']",['꼬리'],['saba'],"['pyrstö', 'häntä']",['staart'],"['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']",tail,['coda']
"['maman', 'maternité', 'mère', 'écrou']","['Mutter', 'Mutterschaft', 'Schraubenmutter']","['мать', 'материнство', 'гайка']","['mother', 'female parent', 'motherhood', 'mom', 'mammy', 'mama', 'mummy', 'mum', 'ma', 'momma', 'mamma', 'mumma', 'mommy', 'nut']","['母親', '娘', '母', '妈妈', '母亲', '螺母']","['madre', 'maternidad', 'mamá', 'progenitora', 'mami', 'ma', 'mama', 'tuerca']","['母親', 'ナット']","['어머니', '암나사']",['ema'],"['äiti', 'äitiys', 'naispuolinen vanhempi', 'mutteri', 'Mutteri']","['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe', 'mamma', 'moer', 'Moer', 'teelbal', 'zot', 'zottin', 'kop', 'gekkin', 'gek', 'bal']",['माता'],mother,"['maternità', 'madre', 'mamma', 'genitrice', ""ma'"", 'mammina', 'dado']"
"['levant', 'est', 'orient']","['Osten', 'Ost']","['восто́к', 'восхо́д', 'восток', 'ост']","['E', 'eastward', 'east', 'due east']","['東方', '東', '东方', '东']","['este', 'levante', 'oriente']","['東', '東方']","['동쪽', '새', '동']","['idakaar', 'ida', 'Ida']","['itä', 'I']","['oosten', 'oost']","['पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']",east,"['oriente', 'est', 'levante', 'E']"
"['langage parlé', 'langue parlée', 'parole', 'langage']","['Rede', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache']","['устная речь', 'речь', 'говорение']","['spoken language', 'speech', 'oral communication', 'spoken communication', 'language', 'voice communication', 'speech communication']","['口語', '口语', '說話']","['lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal', 'lenguaje']","['口語', '音声', '音声言語', '口頭言語']","['말하기', '랑그와 파롤', '구어']","['Kõne', 'Suuline keel', 'suuline keel', 'kõne']","['puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'kieli', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä']","['spreektaal', 'spraak', 'gesproken taal']","['vani', 'बोलना']",speech,"['lingua parlata', 'parlare', 'parlata', 'lingua', 'linguaggio']"
"['mineur', 'frite', 'gosse', 'enfant', 'pomme frite', 'jeune', 'responsabilité pénale des mineurs', 'nourrisson', 'nourisson', 'bébé', 'enfant en bas âge', 'poupon', 'enfance', ""Histoire de l'enfance en Europe"", ""histoire de l'enfance en Europe"", 'enfants']","['Kind', 'Minderjährige', 'Jugendliche', 'minderjährigkeit', 'Minderjährigkeit', 'Baby', 'Säugling', 'Kleinkind', 'kleines Kind', 'Wickelkind', 'Kriechling', 'Kindheit', 'Kinder']","['несовершеннолетний', 'ребенок', 'ребёнок', 'младенец', 'дитя', 'малыш', 'крошка', 'малютка', 'младе́нец', 'дитя́', 'детство']","['fry', 'french fry', 'minor', 'chip', 'child', 'youngster', 'shaver', 'small fry', 'kid', 'nestling', 'tiddler', 'tike', 'tyke', 'nipper', 'baby', 'infaneto', 'infant', 'babe', 'puerility', 'childhood', 'history of childhood in Europe', 'children']","['兒童', '孩儿', '孩', '小孩子', '小孩', '小兒', '孩子', '孩兒', '儿童', '小儿', '未成年人', '婴儿', '嬰兒', '幼儿', '娃娃', '小娃娃', '婴幼儿', '宝宝', '童年', '小孩儿', '儿子或女儿', '后代']","['papa frita', 'niña', 'menor de edad', 'menor', 'niño', 'joven', 'infancia', 'minoría de edad', 'jovenzuelo', 'mozalbete', 'chico', 'muchachuelo', 'chiqüelo', 'chiquillo', 'criatura', 'crío', 'chango', 'pececillo', 'cría', 'chaval', 'alevín', 'nene', 'tike', 'bebé', 'niño de pecho', 'niña de pecho', 'infante', 'guagua', 'lactante', 'neonato', 'rorro', 'bebe', 'niñez', 'niños', 'ninzzo', 'hijo', 'hija']","['子', '子供', '未成年者', '赤ちゃん', '赤ん坊', '乳児', '幼児', '子供期']","['아이', '어린이', '미성년자', '아기', '유아', '아동기']","['alaealine', 'laps', 'alaealisus', 'väikelaps', 'beebi', 'Imik', 'imik', 'lapsepõlv', 'Lapsepõlv', 'lapsed']","['alaikäinen', 'lapsi', 'vekara', 'pikkumies', 'vintiö', 'napero', 'lapsukainen', 'kersa', 'pentu', 'tenava', 'ipana', 'muksu', 'pikkulapsi', 'pienokainen', 'vauva', 'imeväinen', 'vauvaikä', 'lapsuus']","['patat', 'friet', 'jongere', 'jongeling', 'minderjarige', 'ding', 'baby', 'zuigeling', 'kleintje', 'infant', 'kleine', 'bébé', 'kindje', 'kindsheid', 'kinderen', 'loot', 'spruit', 'koter']","['नाबालिग', 'बच्चा', 'शिशु', 'बचपन']",child,"['minore', 'fanciullo', 'giovane', 'fanciullino', 'bambino', 'moccioso', 'mimmo', 'pargolo', 'bimbo', 'figlio', 'ragazzo', 'marmocchio', 'neonato', 'bambino piccolo', 'bambina', 'bebè', 'piccino', 'fantolino', 'bebé', 'infante', 'piccolo', 'creatura', 'pupo', 'baby', 'lattante', 'poppante', 'infanzia', 'bambini', 'bambine', 'figlio piccolo']"
['tour'],['Turm'],"['вышка', 'башня', 'ба́шня']",['tower'],"['塔樓', '塔', '樓臺', '楼台', '楼阁', '塔楼', '樓閣', '塔式建築']",['torre'],"['塔', 'タワー']",['탑'],['torn'],['torni'],['toren'],['बुर्ज'],tower,['torre']
"['chevelure', 'pelage', 'cheveux', 'poil', 'cheveu', 'tif']","['Haar', 'Haupthaar', 'Kopfhaar']","['волосы', 'во́лос', 'волоси́нка', 'волоси́на']","['hair', 'pilus']","['发丝', '髮絲', '毛', '毛髮', '頭髮', '头发', '毛发']","['cabello', 'pelo']","['毛', '髪の毛 (かみのけ', '髪']","['털', '머리', '머리카락', '머리칼']","['karv', 'karvad', 'juuksed']","['karvoitus', 'karva', 'hius', 'jouhi', 'ihokarva']","['kuif', 'hoofd', 'beharing', 'hoofdhaar', 'haardos', 'kop', 'pruik']",['बाल'],hair,"['pelo', 'peluria', 'capello']"
"['ménage', 'foyer', 'famille', 'budget', 'budget public']","['Haushalt', 'Privathaushalt', 'Budget', 'öffentlicher Haushalt', 'Etat']","['семья', 'Домашнее хозяйство', 'домохозяйство', 'бюджет', 'сме́та', 'бюдже́т']","['household', 'family', 'home', 'menage', 'house', 'private household', 'budget', 'public budget']","['一家人', '家庭', '人家', '户', '戶', '家人', '家庭成员', '家族', '財政預算案', '預算', '经费', '预算', '經費', '预算报告', '预算案']","['núcleo familiar', 'familia', 'casa', 'hogar', 'menaje', 'presupuesto público', 'presupuesto']","['世帯', '予算', 'バジェット']","['세대', '예산']","['majapidamine', 'Majapidamine', 'eelarve']","['talous', 'kotitalous', 'suku', 'ruokakunta', 'perhekunta', 'perhe', 'kustannusarvio', 'budjetti', 'talousarvio']","['huishouden', 'huisgezin', 'familie', 'huishouding', 'gezin', 'begroting', 'budget', 'overheidsbegroting']",['बजट'],household,"['nucleo familiare', 'famiglia', 'casa', 'bilancio', 'budget']"
"['humain', 'homme', 'être humain', 'Homo', 'homo', 'Homo sapiens sapiens', 'homo sapiens sapiens', 'mortel', 'personne', ""quelqu'un"", 'individu']","['Person', 'Mensch', 'Hominid', 'Homo', 'Homo sapiens sapiens', 'Sterbliche', 'Jemand', 'Sterblicher', 'Individuum']","['человек', 'Люди', 'Homo sapiens sapiens', 'люди', 'ли́чность', 'индивид', 'челове́к', 'личность', 'индиви́дуум', 'персо́на', 'осо́ба', 'физи́ческое лицо́']","['homo', 'human being', 'hominid', 'human', 'man', 'Homo', 'Homo sapiens sapiens', 'someone', 'mortal', 'individual', 'somebody', 'soul']","['现代人', '智人', '現代人', '人', '人类', '人類', 'Homo sapiens sapiens', '人屬', '人属', 'Homo sapiens', '灵魂', '某人', '个人', '凡人', '个体', '個人']","['ser humano', 'hombre', 'humano', 'Homo', 'Homo sapiens sapiens', 'humanidad', 'humana', 'homo', 'ser', 'persona', 'mortal', 'individuo', 'alguno', 'alma', 'alguien']","['人間', 'ホモ・サピエンス・サピエンス', 'ヒト属', 'ヒト', '人', '個人', '者', '方', '人物']","['호모 사피엔스 사피엔스', '사람', '사람속', 'Homo sapiens', '분', '인격체', '인']","['inimene', 'Inimene', 'Homo sapiens sapiens', 'isik', 'indiviid']","['ihminen', 'ihmiset', 'Homo sapiens sapiens', 'henkilö', 'yksilö', 'luonnollinen henkilö', 'persoona']","['homo sapiens', 'ziel', 'wereldburger', 'mensenkind', 'sterveling', 'mens', 'mensachtige', 'Homo', 'Homo sapiens sapiens', 'iemand', 'persoon', 'individu', 'man', 'figuur', 'deze of gene']","['मनुष्य', 'होमो', 'Homo sapiens', 'व्यक्ति', 'लोक', 'ज़ात', 'मानव', 'शख़्स', 'जन', 'शख्स', 'आदम', 'मानस']",person,"['uomo', 'essere umano', 'Homo', 'Homo sapiens sapiens', 'umano', 'persona', 'individuo', 'mortale', 'anima', 'singolo', 'soggetto']"
"['organisme', 'autorité', 'agence', 'bureau', 'agence publique', 'ministère', 'office', 'administration fédérale']","['Büro', 'Bureau', 'Autorität', 'Amt', 'Koryphäe', 'Behörde', 'Kontor', 'Bürogebäude']","['офис', 'орган публичной власти', 'аге́нтство', 'правительственный офис', 'о́рган']","['agency', 'authority', 'office', 'federal agency', 'government agency', 'bureau', 'government office', 'business office']","['辦公室', '办公室', '政府机构', '政府機構', '事务所']","['autoridad', 'agencia', 'oficina', 'organismo público', 'oficina gubernamental', 'organismo autónomo', 'departamento']","['オフィス', '事務所', '事務室', '執務室', '官庁', '政府機関']","['사무실', '정부 기관', '관청', '오피스']","['kontor', 'büroo', 'asutus', 'Kontor']","['virka', 'työhuone', 'toimisto', 'virasto', 'viranomainen', 'ministeriö', 'valtion virasto', 'liittovaltion virasto', 'elin', 'laitos', 'taloustoimisto']","['kantoor', 'autoriteit', 'bureau', 'bureel', 'expert', 'agentschap', 'overheidsagentschap', 'dienst', 'overheidsinstelling', 'kantoorgebouw', 'kabinet']","['दफ़्तर', 'कार्यालय', 'एजेंसी', 'प्राधिकार']",office,"['ente', 'organo', 'ufficio', 'agenzia', 'fonte', 'agenzia governativa', 'istituzione', 'uffizio', 'studio']"
"['saison estivale', ""saison d'été"", 'période estivale', 'été']","['Sommer', 'Sommersaison', 'Sommerzeit']","['ле́то', 'ле́тнее вре́мя года', 'лето', 'ле́тний сезо́н']","['summertime', 'summer season', 'summer']","['夏季', '夏', '夏天']","['estación veraniega', 'estación estival', 'estación de verano', 'verano', 'estío']","['夏', '夏時']",['여름'],['suvi'],"['kesä', 'kesäaika']","['zomer', 'zomerseizoen', 'zomertijd']",['ग्रीष्म ऋतु'],summer,"['stagione estiva', 'estate']"
